pais,codigo_iso,region,cultivo,anio,superficie_hectareas,rendimiento_ton_ha,produccion_ton,fertilizantes_kg_ha,agua_riego_m3_ha,tendencia_5_anios
Nueva Zelanda,NZL,Oceanía,Maíz,2013-01-01,6957685,3.92,27286063,156,3865,0.0055813844964801
Nueva Zelanda,NZL,Oceanía,Arroz,2013-01-01,611929,4.88,2986140,175,1691,0.0322799219386639
Nueva Zelanda,NZL,Oceanía,Trigo,2013-01-01,4856973,3.87,18802478,56,1040,-0.0345976030359588
Nueva Zelanda,NZL,Oceanía,Girasol,2014-01-01,3895209,1.75,6799614,95,9059,0.040679319715383
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2014-01-01,511479,70.25,35930768,67,6927,0.0081065770093246
Nueva Zelanda,NZL,Oceanía,Café,2014-01-01,471560,1.25,587866,259,2959,-0.0126797784026519
Nueva Zelanda,NZL,Oceanía,Cebada,2014-01-01,44647,4.1,182913,131,8553,0.0378317264417432
Nueva Zelanda,NZL,Oceanía,Algodón,2014-01-01,654184,1.14,745147,294,6832,-0.0451285099313734
Nueva Zelanda,NZL,Oceanía,Maíz,2014-01-01,1359086,6.61,8978743,74,3738,0.0043712335248342
Nueva Zelanda,NZL,Oceanía,Arroz,2014-01-01,3165172,6.16,19497240,142,2570,0.0034420323223223
Nueva Zelanda,NZL,Oceanía,Trigo,2014-01-01,1213775,2.01,2443050,174,7750,-0.0159686908715163
Nueva Zelanda,NZL,Oceanía,Girasol,2015-01-01,985945,2.13,2101231,253,9612,0.0346069749683854
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2015-01-01,2076994,87.78,182323649,83,1284,-0.0020481770126447
Nueva Zelanda,NZL,Oceanía,Café,2015-01-01,186902,0.87,162814,183,6604,-0.0327792840377279
Nueva Zelanda,NZL,Oceanía,Cebada,2015-01-01,1529278,5.27,8053065,86,4712,-0.0192571676333664
Nueva Zelanda,NZL,Oceanía,Algodón,2015-01-01,319081,2.22,708647,54,8934,0.025733403437769
Nueva Zelanda,NZL,Oceanía,Maíz,2015-01-01,1744267,3.53,6160772,170,2948,0.0408529298402461
Nueva Zelanda,NZL,Oceanía,Arroz,2015-01-01,1165457,7.17,8361265,285,4365,0.0087603046753815
Nueva Zelanda,NZL,Oceanía,Trigo,2015-01-01,2823390,2.01,5660937,121,6698,-0.0147796726520677
Nueva Zelanda,NZL,Oceanía,Girasol,2016-01-01,2333225,2.28,5309353,245,1229,0.0028838740415856
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2016-01-01,5205841,65.93,343237328,235,2616,0.0424232097074504
Nueva Zelanda,NZL,Oceanía,Café,2016-01-01,521875,1.86,971634,162,2758,-0.0319151462355687
Nueva Zelanda,NZL,Oceanía,Cebada,2016-01-01,790313,3.9,3079005,244,6149,-0.0376384597525733
Nueva Zelanda,NZL,Oceanía,Algodón,2016-01-01,526856,2.2,1159170,234,1665,-0.0417752054869268
Nueva Zelanda,NZL,Oceanía,Maíz,2016-01-01,6742029,4.89,32988871,299,8273,-0.0274126570270092
Nueva Zelanda,NZL,Oceanía,Arroz,2016-01-01,1808947,4.17,7537902,171,7020,-0.0320702716612921
Nueva Zelanda,NZL,Oceanía,Trigo,2016-01-01,4946605,5.82,28798262,223,2392,-0.0380782156114521
Nueva Zelanda,NZL,Oceanía,Girasol,2017-01-01,4954945,4.23,20983524,93,2060,-0.0136290006524268
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2017-01-01,3139918,101.52,318776662,264,7958,0.0225200500332639
Nueva Zelanda,NZL,Oceanía,Café,2017-01-01,359415,2.27,815926,255,7557,-0.0143902693123919
Nueva Zelanda,NZL,Oceanía,Cebada,2017-01-01,2191659,3.63,7962746,246,8448,-0.0391963331981077
Nueva Zelanda,NZL,Oceanía,Algodón,2017-01-01,1983875,1.71,3394278,238,1865,0.0330312468619858
Nueva Zelanda,NZL,Oceanía,Maíz,2017-01-01,567899,9.85,5591860,89,5960,0.0121966761523728
Nueva Zelanda,NZL,Oceanía,Arroz,2017-01-01,297325,6.02,1788960,169,4308,-0.0206437068714997
Nueva Zelanda,NZL,Oceanía,Trigo,2017-01-01,4402463,3.71,16323396,189,1289,0.0452580494910217
Nueva Zelanda,NZL,Oceanía,Girasol,2018-01-01,3120147,2.72,8493683,268,7165,-0.0057443853768287
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2018-01-01,2570478,100.55,258458708,230,3689,-0.000852039135485
Nueva Zelanda,NZL,Oceanía,Café,2018-01-01,338094,1.44,487643,175,9837,0.0072210233433681
Nueva Zelanda,NZL,Oceanía,Cebada,2018-01-01,1851990,2.33,4310970,201,7189,0.0116939676377831
Nueva Zelanda,NZL,Oceanía,Algodón,2018-01-01,1175567,1.37,1615339,264,7003,-0.015112321220671
Nueva Zelanda,NZL,Oceanía,Maíz,2018-01-01,631408,8.46,5341906,159,6654,0.0491945522705957
Nueva Zelanda,NZL,Oceanía,Arroz,2018-01-01,247944,5.62,1393104,201,2391,0.0410389018714362
Nueva Zelanda,NZL,Oceanía,Trigo,2018-01-01,2252411,2.36,5312997,59,8551,0.0157767786557737
Nueva Zelanda,NZL,Oceanía,Girasol,2019-01-01,4372084,3.17,13861833,200,1364,0.0485764781508701
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2019-01-01,6492751,66.35,430763750,226,4373,-0.0164032537514482
Nueva Zelanda,NZL,Oceanía,Café,2019-01-01,421007,1.49,629184,298,8143,-0.0298241373174252
Nueva Zelanda,NZL,Oceanía,Cebada,2019-01-01,1839692,2.88,5299470,117,1778,-0.0202679730979892
Nueva Zelanda,NZL,Oceanía,Algodón,2019-01-01,1029438,3.62,3728812,198,2552,0.0091864655441329
Nueva Zelanda,NZL,Oceanía,Maíz,2019-01-01,9069506,7.78,70569468,253,2256,0.0151536813555202
Nueva Zelanda,NZL,Oceanía,Arroz,2019-01-01,1212993,4.9,5942475,152,5116,0.0124963875974485
Nueva Zelanda,NZL,Oceanía,Trigo,2019-01-01,4724972,2.64,12481999,270,4056,0.0076843295240429
Nueva Zelanda,NZL,Oceanía,Girasol,2020-01-01,3577502,2.35,8397422,268,8106,0.0434635933981213
Nueva Zelanda,NZL,Oceanía,Caña de azúcar,2020-01-01,1193069,77.25,92163881,88,5919,0.0344121995831942
Nueva Zelanda,NZL,Oceanía,Café,2020-01-01,454309,1.63,738416,155,5373,0.0323710704498325
Nueva Zelanda,NZL,Oceanía,Cebada,2020-01-01,613404,4.04,2479533,88,4144,-0.0472295826333861
Nueva Zelanda,NZL,Oceanía,Algodón,2020-01-01,1591529,2.4,3824116,215,1606,-0.0298009491269599
Nueva Zelanda,NZL,Oceanía,Maíz,2020-01-01,552493,5.65,3121216,95,1691,0.0463786890525177
Nueva Zelanda,NZL,Oceanía,Arroz,2020-01-01,97594,4.56,444759,126,2041,0.0400574884974125
Nueva Zelanda,NZL,Oceanía,Trigo,2020-01-01,3079474,6.75,20771351,264,3302,-0.026395884817889
España,ESP,Europa,Té,2011-01-01,128356,2.3,295658,263,7388,0.0305841607960866
España,ESP,Europa,Café,2011-01-01,499923,1.04,520803,298,5498,-0.0060524587270799
España,ESP,Europa,Soja,2011-01-01,4958537,2.81,13910301,78,6185,0.0045745033202926
España,ESP,Europa,Cebada,2011-01-01,523578,7.65,4005004,142,8786,0.0215671229122126
España,ESP,Europa,Girasol,2011-01-01,190718,2.79,532208,239,1895,0.019068245528234
España,ESP,Europa,Algodón,2011-01-01,1029912,1.75,1800037,229,6945,0.0403157098682599
España,ESP,Europa,Trigo,2011-01-01,4571438,7.96,36372900,282,7438,0.0427507400348729
España,ESP,Europa,Caña de azúcar,2011-01-01,5189050,68.0,352841935,103,3625,0.0415890801242335
España,ESP,Europa,Té,2012-01-01,218480,2.05,447903,249,9055,-0.0028908716611996
España,ESP,Europa,Café,2012-01-01,442584,1.27,562544,75,3627,0.0198482187546566
España,ESP,Europa,Soja,2012-01-01,3033586,3.7,11225449,133,8426,0.0195210099424055
España,ESP,Europa,Cebada,2012-01-01,1399366,5.43,7596495,84,1050,-0.0099338150023852
España,ESP,Europa,Girasol,2012-01-01,2702341,2.07,5595642,232,3131,0.0346960429802657
España,ESP,Europa,Algodón,2012-01-01,1383355,2.41,3332074,94,6367,0.0299528667940179
España,ESP,Europa,Trigo,2012-01-01,3426994,3.88,13290706,263,4677,-0.0479265362410923
España,ESP,Europa,Caña de azúcar,2012-01-01,9030235,116.51,1052068524,299,8576,-0.0301733797328299
España,ESP,Europa,Té,2013-01-01,93057,1.19,110379,88,2459,0.0458032864093185
España,ESP,Europa,Café,2013-01-01,288226,0.78,225795,285,8433,0.0327257451963499
España,ESP,Europa,Soja,2013-01-01,1960535,3.81,7478750,250,5361,-0.0212038027149118
España,ESP,Europa,Cebada,2013-01-01,281992,3.24,912819,260,5636,0.022670806703857
España,ESP,Europa,Girasol,2013-01-01,1475435,1.86,2749791,117,4858,0.0117680240057235
España,ESP,Europa,Algodón,2013-01-01,1676763,2.55,4273848,170,3182,0.0371443475211009
España,ESP,Europa,Trigo,2013-01-01,3652371,7.06,25781762,238,5198,-0.042694438177884
España,ESP,Europa,Caña de azúcar,2013-01-01,905293,80.24,72645118,205,1745,-0.0494639014797979
España,ESP,Europa,Té,2014-01-01,204440,1.48,302134,297,1673,0.0080486909891458
España,ESP,Europa,Café,2014-01-01,257777,1.38,354906,72,6198,0.021025557466167
España,ESP,Europa,Soja,2014-01-01,2249195,1.99,4466223,273,5603,0.0247823367719294
España,ESP,Europa,Cebada,2014-01-01,663839,5.63,3737635,287,5321,0.0016972685702221
España,ESP,Europa,Girasol,2014-01-01,1403984,2.75,3867404,88,8208,-0.0446777811729014
España,ESP,Europa,Algodón,2014-01-01,921293,1.38,1268119,169,8150,-0.0383975952899443
España,ESP,Europa,Trigo,2014-01-01,4600345,2.25,10344364,174,8499,-0.0007011449988999
España,ESP,Europa,Caña de azúcar,2014-01-01,2723853,62.69,170771929,96,3757,0.0249936651503576
España,ESP,Europa,Té,2015-01-01,328401,2.95,968532,298,1067,0.0026015406599995
España,ESP,Europa,Café,2015-01-01,228848,2.1,481027,74,6384,-0.0474037831393769
España,ESP,Europa,Soja,2015-01-01,6176236,2.94,18161874,77,6300,-0.0346224531316202
España,ESP,Europa,Cebada,2015-01-01,1612170,5.13,8265552,118,1095,-0.017057307832114
España,ESP,Europa,Girasol,2015-01-01,3483451,2.51,8757623,295,3118,-0.0288633138960012
España,ESP,Europa,Algodón,2015-01-01,2475291,2.22,5496897,190,7248,-0.0407448989161413
España,ESP,Europa,Trigo,2015-01-01,1961350,7.83,15355034,268,4411,-0.0337059316124745
España,ESP,Europa,Caña de azúcar,2015-01-01,5262490,104.68,550857166,126,9042,0.0301100421192932
España,ESP,Europa,Té,2016-01-01,180220,2.8,504630,74,7020,0.0012653225659364
España,ESP,Europa,Café,2016-01-01,477860,1.19,570016,73,7922,0.0310994359614223
España,ESP,Europa,Soja,2016-01-01,3934817,3.16,12440102,299,8594,0.0176440032007025
España,ESP,Europa,Cebada,2016-01-01,1616655,3.16,5100699,184,2375,-0.02092969755216
España,ESP,Europa,Girasol,2016-01-01,4061716,2.65,10748575,126,5073,0.0023092057017473
España,ESP,Europa,Algodón,2016-01-01,198835,3.11,618034,180,7961,-0.0086980595480767
España,ESP,Europa,Trigo,2016-01-01,4882380,6.65,32446693,246,9248,-0.0483731306240443
España,ESP,Europa,Caña de azúcar,2016-01-01,8604745,59.79,514502307,71,7819,0.0376755347135503
España,ESP,Europa,Té,2017-01-01,230616,2.69,620805,137,4066,-0.0288931629172806
España,ESP,Europa,Café,2017-01-01,283598,1.07,302785,54,1095,-0.0105066157008124
España,ESP,Europa,Soja,2017-01-01,4842133,4.13,20001566,297,8974,-0.0197200018029664
España,ESP,Europa,Cebada,2017-01-01,1498195,4.25,6373107,151,5958,-0.041236486937784
España,ESP,Europa,Girasol,2017-01-01,1467051,1.59,2327068,269,1439,-0.02907705196655
España,ESP,Europa,Algodón,2017-01-01,2976829,2.17,6466262,187,4127,-0.0413906452797965
España,ESP,Europa,Trigo,2017-01-01,1435673,3.53,5060773,89,8295,0.0463866870738914
España,ESP,Europa,Caña de azúcar,2017-01-01,7742620,85.5,661957822,263,7418,-0.0449077819780632
España,ESP,Europa,Té,2018-01-01,193643,3.61,699320,202,5764,-0.0462982785049851
España,ESP,Europa,Café,2018-01-01,270111,1.85,500050,259,8993,-0.026809421394549
España,ESP,Europa,Soja,2018-01-01,182741,2.69,491949,278,7834,0.0389140594551995
España,ESP,Europa,Cebada,2018-01-01,1169613,5.75,6729433,55,3643,-0.0211989218546382
España,ESP,Europa,Girasol,2018-01-01,2662388,2.45,6512624,225,6556,0.0421735596672446
España,ESP,Europa,Algodón,2018-01-01,3302768,2.96,9775063,149,7829,0.0333080745795346
España,ESP,Europa,Trigo,2018-01-01,3390687,8.37,28388837,209,4394,-0.0217542784730363
España,ESP,Europa,Caña de azúcar,2018-01-01,9316474,61.49,572899680,75,7815,0.0443054698361212
España,ESP,Europa,Té,2019-01-01,128870,0.99,128076,275,5273,-0.0142956125163079
España,ESP,Europa,Café,2019-01-01,390039,2.43,946443,136,8055,-0.0386030706632413
España,ESP,Europa,Soja,2019-01-01,4405303,2.54,11167667,140,1764,0.0270094892961633
España,ESP,Europa,Cebada,2019-01-01,2022147,3.27,6621618,221,2706,0.0206404917317793
España,ESP,Europa,Girasol,2019-01-01,4653313,3.95,18394434,299,2734,0.0281652395505998
España,ESP,Europa,Algodón,2019-01-01,474799,2.5,1186685,211,2934,0.0370869474153118
España,ESP,Europa,Trigo,2019-01-01,1678156,7.44,12490196,177,2626,-0.0345704267568193
España,ESP,Europa,Caña de azúcar,2019-01-01,2283829,67.71,154627960,246,1107,-0.0254683935382862
España,ESP,Europa,Té,2020-01-01,219731,1.27,279207,233,7799,-0.0139356593568322
España,ESP,Europa,Café,2020-01-01,91810,2.21,202454,85,8025,-0.0086590581253021
España,ESP,Europa,Soja,2020-01-01,3916482,4.67,18307191,291,1487,-0.0057421310651419
España,ESP,Europa,Cebada,2020-01-01,1813890,5.49,9950455,130,7580,0.0481944924387131
España,ESP,Europa,Girasol,2020-01-01,466876,2.1,980120,88,1947,0.0477732976016458
España,ESP,Europa,Algodón,2020-01-01,3693079,4.21,15543588,276,5986,0.022155104385836
España,ESP,Europa,Trigo,2020-01-01,2783965,1.88,5241170,285,3406,0.0200295063882604
España,ESP,Europa,Caña de azúcar,2020-01-01,3532115,123.1,434816978,163,6656,0.0387674896507196
Italia,ITA,Europa,Algodón,2011-01-01,542177,2.38,1290185,180,6115,0.002133586511544
Italia,ITA,Europa,Arroz,2011-01-01,693364,4.76,3301882,116,4954,0.0332228986726386
Italia,ITA,Europa,Cebada,2011-01-01,887279,4.36,3871140,145,5255,0.0126989532317961
Italia,ITA,Europa,Maíz,2011-01-01,898773,9.61,8637525,196,1085,-0.0046852839447704
Italia,ITA,Europa,Té,2011-01-01,305692,3.0,915914,266,4831,-0.0149662864959227
Italia,ITA,Europa,Caña de azúcar,2011-01-01,9563878,109.59,1048129669,113,2724,-0.017215303691885
Italia,ITA,Europa,Trigo,2011-01-01,3078347,3.97,12212620,155,2342,-0.0407751388384449
Italia,ITA,Europa,Soja,2011-01-01,1142469,3.25,3708106,184,7598,0.0088239457897606
Italia,ITA,Europa,Algodón,2012-01-01,1680650,3.89,6539425,162,9020,0.0231716960469428
Italia,ITA,Europa,Arroz,2012-01-01,694185,4.01,2784221,83,9408,0.0363271657594599
Italia,ITA,Europa,Cebada,2012-01-01,438318,2.99,1308788,193,7051,0.0421697355447871
Italia,ITA,Europa,Maíz,2012-01-01,6761265,3.35,22649333,183,3511,-0.038225778660575
Italia,ITA,Europa,Té,2012-01-01,194957,1.74,338646,86,7910,-0.045134895341977
Italia,ITA,Europa,Caña de azúcar,2012-01-01,5004516,81.97,410212809,81,9970,-0.0151351056489612
Italia,ITA,Europa,Trigo,2012-01-01,3690548,4.45,16424967,136,7181,-0.0024772451561242
Italia,ITA,Europa,Soja,2012-01-01,5296585,2.46,13043285,244,8371,0.0167220744856258
Italia,ITA,Europa,Algodón,2013-01-01,1318150,1.38,1819816,149,4814,0.0400244417752304
Italia,ITA,Europa,Arroz,2013-01-01,200336,8.51,1704690,215,2450,0.0365953573328366
Italia,ITA,Europa,Cebada,2013-01-01,1260924,4.92,6200491,215,3028,0.0143914189631885
Italia,ITA,Europa,Maíz,2013-01-01,8763227,5.9,51712072,98,8796,0.0002638801163913
Italia,ITA,Europa,Té,2013-01-01,263670,1.19,314388,112,8278,-0.0415352055378846
Italia,ITA,Europa,Caña de azúcar,2013-01-01,5494552,76.27,419073906,55,6569,-0.0062982580210953
Italia,ITA,Europa,Trigo,2013-01-01,4458333,3.12,13899088,75,9876,-0.0331844007332982
Italia,ITA,Europa,Soja,2013-01-01,2110590,3.95,8337126,223,3772,-0.0441086265336905
Italia,ITA,Europa,Algodón,2014-01-01,855749,0.86,736898,131,3334,-0.008717718800149
Italia,ITA,Europa,Arroz,2014-01-01,1561128,6.85,10695630,111,4874,-0.0007020559097668
Italia,ITA,Europa,Cebada,2014-01-01,871300,5.0,4354189,191,7669,-0.0434541788070116
Italia,ITA,Europa,Maíz,2014-01-01,3731247,7.71,28767873,200,2663,-0.0253683904089195
Italia,ITA,Europa,Té,2014-01-01,68411,1.36,92752,212,9199,-0.0296543093153226
Italia,ITA,Europa,Caña de azúcar,2014-01-01,7016452,74.03,519433796,293,7942,0.0461352109249627
Italia,ITA,Europa,Trigo,2014-01-01,382210,2.17,830564,124,3742,-0.0499457068292982
Italia,ITA,Europa,Soja,2014-01-01,4549595,2.89,13153563,139,4485,0.0085159166460366
Italia,ITA,Europa,Algodón,2015-01-01,201235,1.31,263694,72,7476,0.0198429309747941
Italia,ITA,Europa,Arroz,2015-01-01,2607415,7.36,19181110,179,6215,0.0383931612090028
Italia,ITA,Europa,Cebada,2015-01-01,1529574,3.71,5669495,112,6269,-0.0158370195250035
Italia,ITA,Europa,Maíz,2015-01-01,5694978,3.5,19915527,50,8807,-0.0495720752317868
Italia,ITA,Europa,Té,2015-01-01,82894,2.24,186020,245,7435,0.0038131453701472
Italia,ITA,Europa,Caña de azúcar,2015-01-01,1442535,116.94,168695300,163,3022,-0.0147005267649598
Italia,ITA,Europa,Trigo,2015-01-01,3347921,5.37,17963894,52,3044,-0.0037307468276615
Italia,ITA,Europa,Soja,2015-01-01,4313967,2.98,12846783,224,6862,-0.030848832361425
Italia,ITA,Europa,Algodón,2016-01-01,2973112,1.91,5679848,176,6947,-0.0463203957075205
Italia,ITA,Europa,Arroz,2016-01-01,3046476,4.92,14974997,260,7489,-0.0389053472355632
Italia,ITA,Europa,Cebada,2016-01-01,1016055,4.52,4596256,194,3875,-0.0434639374999965
Italia,ITA,Europa,Maíz,2016-01-01,1097460,5.05,5546597,275,9570,0.02288988663424
Italia,ITA,Europa,Té,2016-01-01,12151,3.25,39442,114,8437,-0.0498045035169345
Italia,ITA,Europa,Caña de azúcar,2016-01-01,887296,114.03,101181314,154,5489,-0.0378282303510804
Italia,ITA,Europa,Trigo,2016-01-01,4327633,5.13,22202890,107,1769,-0.0222066969287458
Italia,ITA,Europa,Soja,2016-01-01,3838343,2.85,10933015,275,1415,0.0490264644752772
Italia,ITA,Europa,Algodón,2017-01-01,2724919,1.74,4750718,92,6394,-0.0189194142350225
Italia,ITA,Europa,Arroz,2017-01-01,449714,3.41,1531375,254,6477,0.034050758369572
Italia,ITA,Europa,Cebada,2017-01-01,945971,2.7,2558496,135,9514,0.0294111119484481
Italia,ITA,Europa,Maíz,2017-01-01,8997045,8.97,80747593,71,1994,0.0416714377949712
Italia,ITA,Europa,Té,2017-01-01,34320,2.31,79203,64,5939,0.0110738639728614
Italia,ITA,Europa,Caña de azúcar,2017-01-01,1737623,96.7,168028447,147,7581,-0.0404169748594597
Italia,ITA,Europa,Trigo,2017-01-01,2232070,8.31,18553247,166,7290,-0.0035790906882549
Italia,ITA,Europa,Soja,2017-01-01,5304593,3.96,20995100,250,1425,-0.004592323662927
Italia,ITA,Europa,Algodón,2018-01-01,789284,1.13,894984,201,4172,0.040436999181816
Italia,ITA,Europa,Arroz,2018-01-01,1920389,4.93,9466327,163,4046,-0.0256847522127086
Italia,ITA,Europa,Cebada,2018-01-01,154313,3.06,471967,216,6861,-0.0188811759772405
Italia,ITA,Europa,Maíz,2018-01-01,3080788,3.55,10930096,144,1132,0.0017680589753686
Italia,ITA,Europa,Té,2018-01-01,84541,1.23,104002,269,1894,-0.0077938859583317
Italia,ITA,Europa,Caña de azúcar,2018-01-01,3105432,75.45,234301414,98,8794,0.019478157678128
Italia,ITA,Europa,Trigo,2018-01-01,3519426,6.94,24425443,126,7859,-0.0171380950791537
Italia,ITA,Europa,Soja,2018-01-01,6569550,3.05,20044312,50,4654,0.0193220557497993
Italia,ITA,Europa,Algodón,2019-01-01,926244,2.13,1975852,134,7158,-0.0294683639702852
Italia,ITA,Europa,Arroz,2019-01-01,34654,3.63,125645,79,3333,-0.0209423784610568
Italia,ITA,Europa,Cebada,2019-01-01,1123753,6.14,6901949,100,4241,-0.021589911599348
Italia,ITA,Europa,Maíz,2019-01-01,4142319,7.64,31647936,95,4211,-0.0478507971941848
Italia,ITA,Europa,Té,2019-01-01,65220,1.08,70138,251,2818,-0.0161616720735176
Italia,ITA,Europa,Caña de azúcar,2019-01-01,7033683,87.66,616551861,290,9633,0.0477101846032014
Italia,ITA,Europa,Trigo,2019-01-01,4768433,5.37,25585907,286,3142,0.0294898116511412
Italia,ITA,Europa,Soja,2019-01-01,2932727,3.53,10350534,212,5006,0.0421013594017887
Italia,ITA,Europa,Algodón,2020-01-01,2954981,1.73,5105131,133,5049,-0.0446741024930334
Italia,ITA,Europa,Arroz,2020-01-01,657335,8.68,5707868,103,2333,0.0284665222992504
Italia,ITA,Europa,Cebada,2020-01-01,1571050,2.94,4623222,215,9342,-0.0125733908276351
Italia,ITA,Europa,Maíz,2020-01-01,3292576,5.28,17380911,233,9106,-0.0026241844383363
Italia,ITA,Europa,Té,2020-01-01,21549,1.61,34785,110,7486,-0.028140627364815
Italia,ITA,Europa,Caña de azúcar,2020-01-01,6416127,106.53,683478047,190,2388,-0.036566968447251
Italia,ITA,Europa,Trigo,2020-01-01,3196905,3.93,12574146,181,6511,-0.0073897656417256
Italia,ITA,Europa,Soja,2020-01-01,3599904,3.01,10842100,56,3942,-0.0058311505363953
Canadá,CAN,América del Norte,Cebada,2011-01-01,216943,2.79,605290,135,4221,0.0175107325086305
Canadá,CAN,América del Norte,Soja,2011-01-01,6254032,4.13,25856568,230,3258,0.049840509783476
Canadá,CAN,América del Norte,Girasol,2011-01-01,4646518,2.51,11664945,260,6679,0.0283128254092055
Canadá,CAN,América del Norte,Maíz,2011-01-01,6908813,8.24,56940759,217,9399,0.0489274626680914
Canadá,CAN,América del Norte,Trigo,2011-01-01,3447014,3.35,11537269,109,9451,0.0087003639235903
Canadá,CAN,América del Norte,Té,2011-01-01,248132,2.62,649630,130,4077,-0.0071207025869704
Canadá,CAN,América del Norte,Algodón,2011-01-01,1804515,1.62,2930799,145,3276,0.0077508448613809
Canadá,CAN,América del Norte,Café,2011-01-01,488857,2.07,1011734,140,6567,-0.0274509359753524
Canadá,CAN,América del Norte,Cebada,2012-01-01,1587445,4.4,6979736,133,1380,0.0067577427516563
Canadá,CAN,América del Norte,Soja,2012-01-01,1172792,3.15,3690568,211,7404,0.0480172115425158
Canadá,CAN,América del Norte,Girasol,2012-01-01,3222852,1.54,4968786,134,8397,0.0139003305843053
Canadá,CAN,América del Norte,Maíz,2012-01-01,2947701,3.27,9651947,226,9005,-0.0473161494831054
Canadá,CAN,América del Norte,Trigo,2012-01-01,3191974,3.47,11062828,67,8449,-0.0442546819384006
Canadá,CAN,América del Norte,Té,2012-01-01,91662,1.86,170649,78,3115,0.0036453019219735
Canadá,CAN,América del Norte,Algodón,2012-01-01,295712,2.3,678713,272,4369,-0.0190242823718483
Canadá,CAN,América del Norte,Café,2012-01-01,364301,1.71,622440,200,4325,0.000247502115944
Canadá,CAN,América del Norte,Cebada,2013-01-01,607890,3.77,2293734,261,7541,0.0104848599490268
Canadá,CAN,América del Norte,Soja,2013-01-01,2744901,4.92,13495623,197,1640,0.0237290710889568
Canadá,CAN,América del Norte,Girasol,2013-01-01,3773612,2.71,10237643,150,3869,-0.0084947241476663
Canadá,CAN,América del Norte,Maíz,2013-01-01,7108726,6.54,46479474,195,2565,-0.0106448682407701
Canadá,CAN,América del Norte,Trigo,2013-01-01,2201505,7.04,15492159,187,5782,0.0166656940551819
Canadá,CAN,América del Norte,Té,2013-01-01,108779,2.93,318827,81,7041,-0.0423466363881551
Canadá,CAN,América del Norte,Algodón,2013-01-01,1312605,1.76,2312470,61,8572,-0.0473282120576534
Canadá,CAN,América del Norte,Café,2013-01-01,368100,2.04,752743,269,4185,-0.0103325672166238
Canadá,CAN,América del Norte,Cebada,2014-01-01,226944,4.47,1015564,168,8942,-0.0038643002001664
Canadá,CAN,América del Norte,Soja,2014-01-01,5216721,3.14,16389617,260,5573,0.0341562533090759
Canadá,CAN,América del Norte,Girasol,2014-01-01,154263,2.1,323502,239,7403,-0.0331546626407017
Canadá,CAN,América del Norte,Maíz,2014-01-01,304039,6.38,1941216,105,1564,0.0392687705718309
Canadá,CAN,América del Norte,Trigo,2014-01-01,3827883,7.67,29350961,214,2684,-0.0109381610972086
Canadá,CAN,América del Norte,Té,2014-01-01,27470,1.73,47624,101,5091,-0.0125355296516743
Canadá,CAN,América del Norte,Algodón,2014-01-01,375914,0.73,273060,260,4148,0.0179959525681655
Canadá,CAN,América del Norte,Café,2014-01-01,433122,0.82,357286,235,3736,-0.0455987487616539
Canadá,CAN,América del Norte,Cebada,2015-01-01,1764281,3.39,5976615,103,9875,-0.0104936078645861
Canadá,CAN,América del Norte,Soja,2015-01-01,2013556,2.49,5012555,152,6181,-0.0488018621584872
Canadá,CAN,América del Norte,Girasol,2015-01-01,1771021,1.92,3401053,144,1719,-0.0432668731469958
Canadá,CAN,América del Norte,Maíz,2015-01-01,4929105,9.6,47335093,232,9784,0.0291259773005033
Canadá,CAN,América del Norte,Trigo,2015-01-01,5454388,3.69,20139124,211,7366,0.017790052238519
Canadá,CAN,América del Norte,Té,2015-01-01,80829,1.96,158122,131,8899,-0.0432486516720762
Canadá,CAN,América del Norte,Algodón,2015-01-01,2232604,2.53,5644196,178,1217,-0.0267394095501204
Canadá,CAN,América del Norte,Café,2015-01-01,497211,0.65,325610,112,2300,-0.0440076983440254
Canadá,CAN,América del Norte,Cebada,2016-01-01,622268,3.18,1977265,110,8270,0.0239255636016517
Canadá,CAN,América del Norte,Soja,2016-01-01,2332563,3.01,7026224,252,7797,0.0148046425079632
Canadá,CAN,América del Norte,Girasol,2016-01-01,201865,2.04,411687,102,9836,-0.0445926018754899
Canadá,CAN,América del Norte,Maíz,2016-01-01,4973395,8.51,42338156,273,7250,0.0021471927476204
Canadá,CAN,América del Norte,Trigo,2016-01-01,66221,2.7,179034,63,3318,0.043827452662751
Canadá,CAN,América del Norte,Té,2016-01-01,84271,2.8,235569,110,9313,-0.042183548639536
Canadá,CAN,América del Norte,Algodón,2016-01-01,1444532,1.28,1851895,205,5079,-0.0196899292727165
Canadá,CAN,América del Norte,Café,2016-01-01,352323,1.03,362132,293,6891,-0.010175552682789
Canadá,CAN,América del Norte,Cebada,2017-01-01,857573,4.07,3490854,89,8897,-0.0480188922867705
Canadá,CAN,América del Norte,Soja,2017-01-01,7167439,2.91,20887374,187,3503,0.0052852136840285
Canadá,CAN,América del Norte,Girasol,2017-01-01,2958416,2.29,6783722,205,8878,-0.0428060350319488
